date,open,high,low,close,volume,average,barCount
2021-11-19 07:05:00,1106.24,1107.19,1104.5,1104.94,399.93,1105.991,229
2021-11-19 07:06:00,1104.93,1104.94,1102.28,1103.26,281.61,1103.194,146
2021-11-19 07:07:00,1103.51,1103.87,1102.6,1103.2,154.88,1103.201,100
2021-11-19 07:08:00,1103.1,1104.1,1102.4,1103.65,225.88,1103.029,128
2021-11-19 07:09:00,1103.19,1103.74,1101.3,1102.26,359.21,1102.127,161
2021-11-19 07:10:00,1102.28,1102.57,1101.15,1101.23,181.45,1101.987,97
2021-11-19 07:11:00,1101.14,1101.69,1099.04,1100.0,475.79,1100.584,245
2021-11-19 07:12:00,1099.61,1100.56,1098.75,1099.99,242.41,1099.755,113
2021-11-19 07:13:00,1099.94,1100.55,1098.8,1100.0,233.0,1099.729,119
2021-11-19 07:14:00,1099.92,1101.72,1099.74,1101.13,342.43,1100.731,149
2021-11-19 07:15:00,1101.16,1101.57,1099.62,1100.54,137.63,1100.739,84
2021-11-19 07:16:00,1100.5,1102.0,1100.27,1101.97,162.34,1101.172,80
2021-11-19 07:17:00,1101.7,1102.65,1100.44,1100.44,196.85,1101.834,114
2021-11-19 07:18:00,1100.49,1101.71,1100.49,1101.0,163.15,1100.904,100
2021-11-19 07:19:00,1101.1,1101.82,1100.74,1101.0,101.28,1101.392,65
2021-11-19 07:20:00,1101.0,1102.0,1100.29,1100.3,310.32,1101.403,95
2021-11-19 07:21:00,1100.69,1103.87,1100.35,1102.56,305.72,1102.234,144
2021-11-19 07:22:00,1102.79,1104.82,1102.56,1103.74,354.65,1103.882,160
2021-11-19 07:23:00,1103.5,1103.99,1102.52,1103.0,158.86,1103.118,69
2021-11-19 07:24:00,1103.14,1103.23,1100.56,1101.07,199.36,1101.71,96
2021-11-19 07:25:00,1100.91,1102.28,1100.36,1100.51,145.99,1101.491,69
2021-11-19 07:26:00,1100.32,1100.76,1096.83,1097.81,459.94,1098.427,226
2021-11-19 07:27:00,1097.51,1099.5,1096.92,1099.22,295.75,1098.499,154
2021-11-19 07:28:00,1099.23,1100.74,1098.1,1100.47,229.92,1099.302,133
2021-11-19 07:29:00,1100.19,1100.41,1098.64,1098.72,180.91,1099.398,98
2021-11-19 07:30:00,1099.08,1099.77,1097.29,1097.29,214.92,1098.684,97
2021-11-19 07:31:00,1097.77,1097.84,1095.99,1096.2,386.37,1096.737,184
2021-11-19 07:32:00,1096.27,1099.0,1095.99,1098.4,158.13,1097.898,94
2021-11-19 07:33:00,1098.03,1100.53,1098.03,1099.73,237.01,1099.35,130
2021-11-19 07:34:00,1099.5,1099.5,1097.45,1097.55,184.07,1098.348,76
2021-11-19 07:35:00,1097.77,1098.13,1097.01,1097.75,97.56,1097.678,62
2021-11-19 07:36:00,1097.89,1098.5,1097.18,1098.3,121.43,1097.81,56
2021-11-19 07:37:00,1098.5,1100.24,1098.4,1100.0,313.27,1099.3,141
2021-11-19 07:38:00,1099.76,1101.86,1099.69,1101.0,280.45,1101.099,144
2021-11-19 07:39:00,1100.98,1101.84,1100.4,1100.52,159.68,1101.003,101
2021-11-19 07:40:00,1100.74,1101.6,1100.29,1100.8,91.75,1101.045,54
2021-11-19 07:41:00,1100.5,1101.35,1100.01,1100.45,69.26,1100.584,47
2021-11-19 07:42:00,1101.1,1102.14,1101.0,1101.66,214.95,1101.675,137
2021-11-19 07:43:00,1101.55,1103.0,1101.55,1102.72,431.58,1102.215,211
2021-11-19 07:44:00,1102.71,1103.63,1102.0,1103.22,230.24,1102.916,102
2021-11-19 07:45:00,1103.14,1104.67,1101.69,1104.09,423.86,1103.595,209
2021-11-19 07:46:00,1104.24,1106.0,1103.73,1105.63,624.4,1105.118,294
2021-11-19 07:47:00,1105.59,1106.74,1103.3,1103.3,389.36,1105.43,231
2021-11-19 07:48:00,1103.57,1104.52,1102.81,1104.39,235.18,1103.669,112
2021-11-19 07:49:00,1104.17,1104.99,1103.7,1104.45,175.82,1104.465,79
2021-11-19 07:50:00,1104.38,1105.38,1103.96,1104.78,186.69,1104.679,98
2021-11-19 07:51:00,1104.6,1104.79,1102.27,1102.77,190.42,1103.666,93
2021-11-19 07:52:00,1102.21,1103.35,1102.09,1103.22,77.26,1102.728,51
2021-11-19 07:53:00,1102.67,1103.58,1102.09,1102.65,91.14,1102.547,52
2021-11-19 07:54:00,1102.65,1104.5,1102.65,1103.87,107.11,1103.91,60
2021-11-19 07:55:00,1103.77,1104.67,1103.4,1104.6,117.92,1104.033,60
2021-11-19 07:56:00,1104.37,1104.74,1102.63,1102.91,112.59,1103.92,53
2021-11-19 07:57:00,1103.01,1103.57,1102.12,1102.73,152.21,1102.727,102
2021-11-19 07:58:00,1102.73,1104.0,1102.53,1103.79,86.36,1103.502,54
2021-11-19 07:59:00,1103.61,1105.5,1103.13,1105.49,349.13,1104.676,142
2021-11-19 08:00:00,1105.32,1107.61,1104.84,1105.94,478.95,1106.224,261
2021-11-19 08:01:00,1105.93,1106.7,1105.19,1106.7,217.69,1105.805,93
2021-11-19 08:02:00,1106.51,1107.4,1105.34,1106.8,183.01,1106.378,103
2021-11-19 08:03:00,1106.87,1107.06,1105.87,1106.74,158.47,1106.508,100
2021-11-19 08:04:00,1106.38,1108.56,1106.18,1108.52,354.87,1107.629,201
2021-11-19 08:05:00,1108.33,1109.36,1106.21,1107.15,645.18,1108.082,293
2021-11-19 08:06:00,1107.11,1107.49,1106.28,1107.16,116.17,1106.838,67
2021-11-19 08:07:00,1107.18,1107.71,1106.71,1107.47,144.83,1107.202,81
2021-11-19 08:08:00,1107.23,1107.35,1106.5,1107.25,167.34,1107.003,69
2021-11-19 08:09:00,1107.27,1108.12,1107.16,1107.44,207.57,1107.647,92
2021-11-19 08:10:00,1107.89,1108.0,1107.3,1107.86,187.23,1107.721,80
2021-11-19 08:11:00,1107.67,1107.78,1105.3,1105.32,200.47,1106.326,91
2021-11-19 08:12:00,1105.69,1106.38,1105.47,1106.35,189.73,1105.927,70
2021-11-19 08:13:00,1106.22,1106.39,1105.05,1105.96,169.93,1105.686,88
2021-11-19 08:14:00,1106.06,1107.41,1106.06,1106.81,151.87,1106.948,63
2021-11-19 08:15:00,1107.11,1107.32,1105.69,1106.33,135.64,1106.693,70
2021-11-19 08:16:00,1105.87,1106.24,1104.28,1105.0,247.43,1105.046,121
2021-11-19 08:17:00,1105.0,1105.09,1103.68,1104.94,217.99,1104.521,107
2021-11-19 08:18:00,1104.93,1105.0,1103.7,1104.59,111.31,1104.344,52
2021-11-19 08:19:00,1104.78,1105.5,1103.88,1104.68,193.16,1104.763,78
2021-11-19 08:20:00,1104.65,1105.4,1104.61,1104.74,125.11,1104.977,56
2021-11-19 08:21:00,1104.74,1105.27,1104.4,1105.08,108.3,1104.817,55
2021-11-19 08:22:00,1105.19,1106.0,1104.0,1106.0,141.91,1104.903,75
2021-11-19 08:23:00,1105.78,1105.93,1104.8,1104.8,141.33,1105.375,70
2021-11-19 08:24:00,1104.88,1106.0,1104.75,1104.88,114.78,1105.253,75
2021-11-19 08:25:00,1105.19,1106.26,1105.06,1106.01,139.97,1105.94,64
2021-11-19 08:26:00,1105.63,1105.94,1104.8,1105.92,127.56,1105.345,54
2021-11-19 08:27:00,1105.86,1105.87,1104.99,1105.14,53.03,1105.535,30
2021-11-19 08:28:00,1105.67,1106.2,1105.5,1105.63,66.67,1105.827,41
2021-11-19 08:29:00,1105.73,1106.2,1105.5,1106.07,134.54,1105.861,67
2021-11-19 08:30:00,1106.14,1106.74,1105.29,1105.52,221.81,1106.143,106
2021-11-19 08:31:00,1105.86,1105.95,1104.47,1104.47,88.92,1105.154,33
2021-11-19 08:32:00,1104.58,1105.61,1104.58,1105.4,46.04,1105.118,32
2021-11-19 08:33:00,1105.08,1105.24,1103.15,1104.23,169.18,1104.094,76
2021-11-19 08:34:00,1104.42,1105.11,1104.21,1104.57,56.46,1104.803,37
2021-11-19 08:35:00,1104.32,1106.0,1104.2,1105.42,144.77,1105.381,71
2021-11-19 08:36:00,1105.42,1105.7,1103.5,1103.55,140.14,1104.313,73
2021-11-19 08:37:00,1103.91,1105.26,1103.36,1105.0,144.93,1104.435,51
2021-11-19 08:38:00,1104.87,1105.48,1104.5,1104.99,148.71,1105.006,72
2021-11-19 08:39:00,1104.75,1105.34,1104.53,1105.0,117.73,1104.956,44
2021-11-19 08:40:00,1105.0,1105.21,1104.2,1105.0,143.69,1104.676,70
2021-11-19 08:41:00,1104.75,1105.03,1104.65,1104.96,64.15,1104.887,33
2021-11-19 08:42:00,1104.89,1105.4,1104.71,1104.71,71.99,1105.056,46
2021-11-19 08:43:00,1104.69,1105.0,1104.13,1104.74,153.04,1104.644,49
2021-11-19 08:44:00,1104.76,1105.17,1104.56,1104.56,75.82,1104.965,38
2021-11-19 08:45:00,1104.77,1105.6,1104.62,1104.86,118.39,1105.254,68
2021-11-19 08:46:00,1104.64,1105.27,1104.01,1104.04,150.42,1104.551,72
2021-11-19 08:47:00,1104.5,1104.5,1103.03,1103.22,211.09,1103.716,85
2021-11-19 08:48:00,1103.03,1103.67,1100.78,1101.65,558.97,1101.801,258
2021-11-19 08:49:00,1101.79,1102.41,1100.52,1100.77,261.57,1101.299,117
2021-11-19 08:50:00,1100.63,1102.43,1100.63,1101.71,594.13,1101.577,182
2021-11-19 08:51:00,1101.7,1102.07,1100.99,1101.65,164.42,1101.409,100
2021-11-19 08:52:00,1101.72,1102.0,1101.39,1101.74,125.95,1101.785,57
2021-11-19 08:53:00,1101.87,1102.0,1101.41,1101.61,130.15,1101.732,52
2021-11-19 08:54:00,1101.4,1101.71,1101.11,1101.34,82.64,1101.435,46
2021-11-19 08:55:00,1101.2,1101.6,1100.39,1100.39,96.42,1101.006,63
2021-11-19 08:56:00,1100.5,1101.0,1099.86,1101.0,351.54,1100.328,157
2021-11-19 08:57:00,1100.99,1102.5,1100.96,1102.5,594.43,1101.759,166
2021-11-19 08:58:00,1102.46,1103.22,1102.13,1102.57,234.08,1102.762,104
2021-11-19 08:59:00,1102.71,1102.92,1102.11,1102.11,52.92,1102.426,36
2021-11-19 09:00:00,1102.12,1102.26,1101.62,1102.13,108.14,1101.952,56
2021-11-19 09:01:00,1102.04,1102.74,1101.65,1102.2,223.89,1102.354,61
2021-11-19 09:02:00,1102.3,1102.72,1101.94,1102.26,99.58,1102.377,46
2021-11-19 09:03:00,1102.26,1102.39,1101.6,1101.6,73.82,1102.008,36
2021-11-19 09:04:00,1101.95,1101.95,1100.23,1101.04,172.9,1101.003,79
2021-11-19 09:05:00,1101.24,1101.86,1101.07,1101.55,41.2,1101.499,24
2021-11-19 09:06:00,1101.35,1102.0,1100.88,1101.89,47.6,1101.626,29
2021-11-19 09:07:00,1102.0,1102.8,1102.0,1102.5,119.37,1102.436,82
2021-11-19 09:08:00,1102.52,1102.52,1101.7,1101.95,55.58,1102.175,27
2021-11-19 09:09:00,1101.98,1102.5,1101.61,1102.5,95.15,1102.161,56
2021-11-19 09:10:00,1102.52,1104.26,1102.5,1103.78,318.09,1103.463,148
2021-11-19 09:11:00,1103.8,1103.94,1102.1,1102.1,136.56,1103.034,74
2021-11-19 09:12:00,1102.24,1102.75,1102.05,1102.28,104.29,1102.405,43
2021-11-19 09:13:00,1102.2,1103.05,1102.16,1102.55,40.49,1102.536,29
2021-11-19 09:14:00,1103.0,1103.25,1101.43,1102.0,164.69,1102.308,115
2021-11-19 09:15:00,1101.79,1102.43,1101.06,1101.6,171.82,1101.76,100
2021-11-19 09:16:00,1101.6,1103.67,1101.03,1103.32,296.24,1102.688,174
2021-11-19 09:17:00,1103.29,1105.1,1103.02,1105.0,411.69,1104.347,187
2021-11-19 09:18:00,1104.9,1105.57,1104.19,1104.6,323.23,1104.997,141
2021-11-19 09:19:00,1104.77,1104.85,1103.78,1104.4,136.69,1104.294,54
2021-11-19 09:20:00,1104.22,1104.6,1103.18,1103.96,101.58,1103.587,36
2021-11-19 09:21:00,1103.85,1104.5,1103.66,1104.04,83.65,1104.112,43
2021-11-19 09:22:00,1104.48,1104.48,1103.43,1103.6,53.17,1103.865,34
2021-11-19 09:23:00,1103.65,1105.8,1103.41,1105.39,195.42,1105.041,131
2021-11-19 09:24:00,1105.12,1106.25,1104.95,1106.25,197.44,1105.668,118
2021-11-19 09:25:00,1106.25,1108.4,1106.16,1106.83,627.89,1107.448,303
2021-11-19 09:26:00,1106.85,1107.64,1105.4,1106.16,197.24,1106.454,71
2021-11-19 09:27:00,1106.08,1106.48,1105.71,1106.47,69.48,1106.139,34
2021-11-19 09:28:00,1106.3,1106.95,1106.08,1106.47,85.15,1106.458,40
2021-11-19 09:29:00,1106.09,1106.4,1105.4,1106.17,114.48,1105.911,57
2021-11-19 09:30:00,1106.19,1106.75,1105.8,1105.8,59.04,1106.412,38
2021-11-19 09:31:00,1105.8,1106.61,1105.0,1106.2,138.51,1105.489,74
2021-11-19 09:32:00,1106.07,1106.18,1105.66,1105.78,43.33,1105.949,21
2021-11-19 09:33:00,1105.68,1106.79,1105.68,1106.63,101.06,1106.316,53
2021-11-19 09:34:00,1106.85,1108.8,1106.85,1107.87,397.35,1107.813,166
2021-11-19 09:35:00,1107.64,1108.54,1106.7,1106.99,132.98,1107.705,77
2021-11-19 09:36:00,1106.96,1107.78,1106.37,1107.76,117.41,1107.22,60
2021-11-19 09:37:00,1107.71,1109.63,1107.71,1109.34,386.08,1108.858,186
2021-11-19 09:38:00,1109.34,1109.47,1106.98,1107.82,239.3,1108.033,106
2021-11-19 09:39:00,1107.44,1107.73,1106.5,1106.99,177.43,1107.169,78
2021-11-19 09:40:00,1106.95,1107.17,1106.17,1106.19,97.37,1106.742,61
2021-11-19 09:41:00,1106.65,1106.65,1104.52,1106.25,300.3,1105.703,145
2021-11-19 09:42:00,1106.01,1107.0,1105.81,1106.69,111.61,1106.429,59
2021-11-19 09:43:00,1106.25,1107.44,1106.04,1107.06,153.35,1106.726,70
2021-11-19 09:44:00,1107.04,1107.56,1106.51,1107.56,90.35,1107.056,38
2021-11-19 09:45:00,1107.81,1108.08,1107.43,1107.44,104.23,1107.801,58
2021-11-19 09:46:00,1107.27,1107.27,1105.81,1106.67,150.59,1106.595,57
2021-11-19 09:47:00,1106.81,1106.89,1105.68,1106.11,137.49,1106.228,53
2021-11-19 09:48:00,1106.01,1106.4,1105.8,1106.25,98.41,1106.115,41
2021-11-19 09:49:00,1106.25,1106.62,1106.0,1106.25,99.62,1106.334,51
2021-11-19 09:50:00,1106.53,1106.74,1106.15,1106.36,36.72,1106.443,24
2021-11-19 09:51:00,1106.2,1107.0,1106.19,1106.6,120.62,1106.703,40
2021-11-19 09:52:00,1106.75,1106.79,1106.41,1106.53,27.68,1106.579,12
2021-11-19 09:53:00,1106.53,1107.25,1106.06,1106.78,145.51,1106.897,65
2021-11-19 09:54:00,1106.46,1107.15,1105.07,1106.72,140.3,1105.919,62
2021-11-19 09:55:00,1107.08,1108.0,1107.05,1107.63,165.31,1107.563,76
2021-11-19 09:56:00,1107.67,1107.84,1106.88,1107.3,55.16,1107.291,28
2021-11-19 09:57:00,1107.27,1108.25,1107.11,1107.46,97.43,1107.909,65
2021-11-19 09:58:00,1107.41,1107.6,1106.98,1107.3,77.53,1107.255,37
2021-11-19 09:59:00,1106.99,1107.42,1106.5,1107.26,84.04,1106.995,45
2021-11-19 10:00:00,1107.3,1107.3,1106.71,1107.03,57.44,1106.935,26
2021-11-19 10:01:00,1107.26,1107.5,1106.12,1106.65,67.06,1106.798,38
2021-11-19 10:02:00,1106.73,1107.06,1106.49,1106.98,54.94,1106.825,27
2021-11-19 10:03:00,1106.88,1107.48,1106.72,1107.27,38.17,1107.175,30
2021-11-19 10:04:00,1107.07,1107.7,1106.99,1107.69,92.65,1107.36,35
2021-11-19 10:05:00,1107.43,1107.69,1107.27,1107.43,64.61,1107.465,26
2021-11-19 10:06:00,1107.53,1108.5,1107.51,1108.04,260.56,1108.058,97
2021-11-19 10:07:00,1108.05,1109.09,1108.01,1108.67,146.36,1108.587,73
2021-11-19 10:08:00,1108.61,1111.3,1108.6,1111.09,886.93,1110.366,400
2021-11-19 10:09:00,1110.98,1117.77,1110.98,1116.14,1268.03,1114.457,658
2021-11-19 10:10:00,1116.19,1116.54,1112.57,1113.29,747.84,1114.572,335
2021-11-19 10:11:00,1113.4,1116.77,1113.16,1115.94,757.14,1115.118,353
2021-11-19 10:12:00,1116.16,1116.36,1113.5,1116.3,340.92,1115.257,171
2021-11-19 10:13:00,1116.44,1116.52,1114.04,1114.92,491.87,1115.424,193
2021-11-19 10:14:00,1114.92,1115.41,1114.0,1114.8,196.03,1114.403,86
2021-11-19 10:15:00,1114.34,1118.65,1114.34,1117.34,862.34,1116.787,335
2021-11-19 10:16:00,1116.65,1116.65,1114.6,1115.0,388.35,1115.284,173
2021-11-19 10:17:00,1114.89,1114.9,1112.18,1113.0,365.38,1113.277,194
2021-11-19 10:18:00,1113.26,1115.61,1113.19,1114.52,227.83,1114.753,109
2021-11-19 10:19:00,1114.55,1115.79,1113.5,1113.65,312.47,1114.877,111
2021-11-19 10:20:00,1113.82,1114.28,1113.12,1114.24,155.56,1113.744,73
2021-11-19 10:21:00,1114.26,1114.99,1113.51,1114.67,75.73,1114.363,40
2021-11-19 10:22:00,1114.99,1115.53,1113.9,1115.53,274.59,1114.756,91
2021-11-19 10:23:00,1115.42,1115.64,1114.09,1115.0,321.82,1115.018,175
2021-11-19 10:24:00,1115.05,1115.2,1114.22,1114.81,103.4,1114.711,52
2021-11-19 10:25:00,1114.64,1114.74,1113.6,1113.89,108.19,1114.203,58
2021-11-19 10:26:00,1113.65,1114.85,1113.6,1114.38,134.22,1114.214,63
2021-11-19 10:27:00,1114.16,1115.39,1114.1,1115.39,137.34,1114.844,79
2021-11-19 10:28:00,1115.2,1117.44,1115.01,1115.51,355.81,1116.3,155
2021-11-19 10:29:00,1115.37,1115.42,1113.84,1114.17,227.61,1114.687,112
2021-11-19 10:30:00,1114.26,1116.82,1113.75,1116.77,246.16,1115.405,112
2021-11-19 10:31:00,1116.75,1116.92,1115.66,1116.14,174.5,1116.306,96
2021-11-19 10:32:00,1116.47,1117.0,1115.7,1115.75,181.8,1116.592,94
2021-11-19 10:33:00,1116.0,1117.84,1115.68,1117.17,341.11,1117.054,170
2021-11-19 10:34:00,1117.04,1117.32,1115.17,1117.1,321.24,1116.522,201
2021-11-19 10:35:00,1117.27,1120.34,1117.07,1119.5,1038.63,1119.147,585
2021-11-19 10:36:00,1119.39,1122.36,1119.23,1121.49,846.57,1121.207,441
2021-11-19 10:37:00,1121.7,1121.95,1120.0,1120.54,425.35,1121.007,241
2021-11-19 10:38:00,1120.81,1121.37,1118.01,1118.29,581.27,1120.238,233
2021-11-19 10:39:00,1118.29,1118.82,1117.11,1117.53,487.45,1117.858,253
2021-11-19 10:40:00,1117.5,1117.55,1113.4,1115.42,541.53,1114.979,298
2021-11-19 10:41:00,1115.52,1115.94,1113.64,1115.0,272.68,1114.903,144
2021-11-19 10:42:00,1114.83,1117.37,1114.75,1117.1,365.01,1116.142,167
2021-11-19 10:43:00,1117.07,1117.9,1116.64,1117.6,271.1,1117.21,128
2021-11-19 10:44:00,1117.3,1117.9,1117.0,1117.25,180.27,1117.458,86
2021-11-19 10:45:00,1117.6,1117.6,1115.97,1116.52,328.73,1116.503,195
2021-11-19 10:46:00,1116.72,1117.24,1115.83,1117.0,97.31,1116.527,57
2021-11-19 10:47:00,1116.22,1116.61,1115.07,1115.07,125.67,1115.92,57
2021-11-19 10:48:00,1115.05,1115.96,1114.72,1115.8,155.33,1115.272,85
2021-11-19 10:49:00,1116.0,1117.9,1115.63,1117.46,143.37,1116.962,78
2021-11-19 10:50:00,1117.9,1119.54,1117.03,1118.14,361.51,1118.49,176
2021-11-19 10:51:00,1118.57,1120.0,1118.22,1119.55,320.42,1119.193,145
2021-11-19 10:52:00,1119.64,1120.0,1118.99,1119.78,346.14,1119.528,163
2021-11-19 10:53:00,1119.96,1120.22,1118.94,1119.99,251.72,1119.503,120
2021-11-19 10:54:00,1119.99,1121.75,1119.63,1121.2,603.01,1120.738,297
2021-11-19 10:55:00,1121.2,1121.8,1118.23,1118.24,429.26,1120.638,205
2021-11-19 10:56:00,1118.41,1119.78,1118.37,1118.99,234.5,1119.07,97
2021-11-19 10:57:00,1118.6,1118.79,1117.03,1117.84,309.5,1118.022,153
2021-11-19 10:58:00,1117.84,1120.26,1117.84,1119.61,189.56,1119.187,99
2021-11-19 10:59:00,1119.37,1119.77,1118.77,1119.17,238.26,1119.282,120
2021-11-19 11:00:00,1119.65,1119.78,1117.5,1117.5,190.51,1118.656,101
2021-11-19 11:01:00,1117.6,1119.65,1117.58,1118.64,127.86,1118.263,59
2021-11-19 11:02:00,1118.51,1118.73,1118.14,1118.68,65.51,1118.505,39
2021-11-19 11:03:00,1118.99,1119.0,1118.29,1118.99,125.44,1118.606,74
2021-11-19 11:04:00,1119.0,1119.0,1118.34,1118.55,104.5,1118.646,34
2021-11-19 11:05:00,1118.41,1118.99,1117.93,1118.81,110.9,1118.439,64
2021-11-19 11:06:00,1118.73,1119.6,1118.25,1118.41,227.05,1118.835,128
2021-11-19 11:07:00,1118.47,1118.98,1118.34,1118.75,57.09,1118.641,29
2021-11-19 11:08:00,1118.4,1119.04,1117.55,1117.94,140.64,1118.312,59
2021-11-19 11:09:00,1118.25,1118.55,1117.55,1118.04,80.53,1118.062,40
2021-11-19 11:10:00,1118.05,1118.79,1117.78,1118.59,76.41,1118.514,38
2021-11-19 11:11:00,1118.95,1120.43,1118.74,1119.91,236.38,1119.454,141
2021-11-19 11:12:00,1119.89,1120.27,1119.32,1120.08,203.61,1119.792,99
2021-11-19 11:13:00,1119.96,1120.27,1119.43,1119.66,124.84,1119.834,83
2021-11-19 11:14:00,1119.66,1120.4,1119.08,1119.44,147.65,1119.771,67
2021-11-19 11:15:00,1120.0,1120.35,1119.84,1120.18,127.61,1120.021,55
2021-11-19 11:16:00,1120.04,1120.27,1119.44,1120.04,65.31,1119.853,35
2021-11-19 11:17:00,1119.93,1120.64,1119.88,1120.35,89.12,1120.22,59
2021-11-19 11:18:00,1120.51,1124.25,1120.15,1123.8,802.83,1122.716,352
2021-11-19 11:19:00,1123.88,1123.89,1122.13,1122.98,446.56,1122.883,157
2021-11-19 11:20:00,1122.67,1123.49,1121.54,1122.41,359.46,1122.336,153
2021-11-19 11:21:00,1122.51,1124.04,1122.06,1123.76,212.84,1123.055,110
2021-11-19 11:22:00,1123.54,1123.7,1121.92,1123.0,254.88,1122.426,113
2021-11-19 11:23:00,1123.15,1126.34,1122.52,1126.34,809.04,1124.538,405
2021-11-19 11:24:00,1126.47,1126.5,1124.01,1125.11,509.19,1125.025,226
2021-11-19 11:25:00,1124.8,1125.88,1124.8,1125.18,267.76,1125.353,141
2021-11-19 11:26:00,1125.0,1125.37,1123.39,1124.03,270.95,1124.057,118
2021-11-19 11:27:00,1124.15,1124.15,1122.56,1123.6,170.57,1123.318,85
2021-11-19 11:28:00,1123.27,1124.44,1122.61,1123.83,214.03,1123.596,123
2021-11-19 11:29:00,1123.99,1124.0,1123.02,1123.7,72.04,1123.665,49
2021-11-19 11:30:00,1123.61,1124.07,1122.84,1123.51,167.85,1123.513,105
2021-11-19 11:31:00,1123.69,1123.8,1122.61,1123.02,224.69,1123.132,109
2021-11-19 11:32:00,1123.48,1123.48,1122.04,1122.79,121.12,1122.632,61
2021-11-19 11:33:00,1122.94,1124.38,1122.94,1123.48,183.28,1123.757,114
2021-11-19 11:34:00,1123.4,1124.15,1122.67,1124.05,203.51,1123.517,120
2021-11-19 11:35:00,1124.3,1126.0,1123.92,1125.0,343.35,1125.116,172
2021-11-19 11:36:00,1125.19,1125.66,1124.51,1125.02,209.65,1125.123,115
2021-11-19 11:37:00,1124.78,1125.3,1124.12,1124.41,232.34,1124.815,109
2021-11-19 11:38:00,1124.52,1124.73,1123.59,1124.05,122.49,1124.098,75
2021-11-19 11:39:00,1123.92,1124.61,1123.67,1124.29,97.43,1124.024,71
2021-11-19 11:40:00,1124.0,1124.13,1122.83,1123.43,208.63,1123.294,106
2021-11-19 11:41:00,1123.46,1127.89,1123.46,1127.58,626.06,1126.549,358
2021-11-19 11:42:00,1127.86,1130.71,1127.5,1129.15,1338.46,1129.27,597
2021-11-19 11:43:00,1129.12,1129.85,1128.78,1129.15,392.42,1129.279,171
2021-11-19 11:44:00,1129.05,1129.55,1128.0,1128.37,400.34,1128.855,212
2021-11-19 11:45:00,1128.37,1131.79,1127.26,1131.53,793.73,1130.054,388
2021-11-19 11:46:00,1131.61,1134.9,1131.6,1132.66,908.22,1133.363,501
